flavor,w,l,nf,vg,vd,id
0,1e-07,3e-08,1,0.30000000000000004,0.09999999999999999,1.422772e-06
0,1e-07,3e-08,1,0.30000000000000004,0.10909090909090909,1.485456e-06
0,1e-07,3e-08,1,0.30000000000000004,0.11818181818181818,1.541614e-06
0,1e-07,3e-08,1,0.30000000000000004,0.12727272727272726,1.597642e-06
0,1e-07,3e-08,1,0.30000000000000004,0.13636363636363635,1.653471e-06
0,1e-07,3e-08,1,0.30000000000000004,0.14545454545454545,1.699686e-06
0,1e-07,3e-08,1,0.30000000000000004,0.15454545454545454,1.751158e-06
0,1e-07,3e-08,1,0.30000000000000004,0.16363636363636364,1.811472e-06
0,1e-07,3e-08,1,0.30000000000000004,0.17272727272727273,1.852951e-06
0,1e-07,3e-08,1,0.30000000000000004,0.18181818181818182,1.904338e-06
0,1e-07,3e-08,1,0.30000000000000004,0.1909090909090909,1.951529e-06
0,1e-07,3e-08,1,0.30000000000000004,0.19999999999999998,2.000539e-06
0,1e-07,3e-08,1,0.30000000000000004,0.20909090909090908,2.050132e-06
0,1e-07,3e-08,1,0.30000000000000004,0.21818181818181817,2.102382e-06
0,1e-07,3e-08,1,0.30000000000000004,0.22727272727272727,2.144014e-06
0,1e-07,3e-08,1,0.30000000000000004,0.23636363636363636,2.194469e-06
0,1e-07,3e-08,1,0.30000000000000004,0.24545454545454545,2.251263e-06
0,1e-07,3e-08,1,0.30000000000000004,0.2545454545454545,2.301379e-06
0,1e-07,3e-08,1,0.30000000000000004,0.2636363636363636,2.354479e-06
0,1e-07,3e-08,1,0.30000000000000004,0.2727272727272727,2.404612e-06
0,1e-07,3e-08,1,0.30000000000000004,0.2818181818181818,2.453733e-06
0,1e-07,3e-08,1,0.30000000000000004,0.2909090909090909,2.512453e-06
0,1e-07,3e-08,1,0.30000000000000004,0.3,2.56328e-06
0,1e-07,3e-08,1,0.30000000000000004,0.3090909090909091,2.619384e-06
0,1e-07,3e-08,1,0.30000000000000004,0.3181818181818182,2.672995e-06
0,1e-07,3e-08,1,0.30000000000000004,0.32727272727272727,2.726875e-06
0,1e-07,3e-08,1,0.30000000000000004,0.33636363636363636,2.791889e-06
0,1e-07,3e-08,1,0.30000000000000004,0.34545454545454546,2.852748e-06
0,1e-07,3e-08,1,0.30000000000000004,0.35454545454545455,2.911177e-06
0,1e-07,3e-08,1,0.30000000000000004,0.36363636363636365,2.969295e-06
0,1e-07,3e-08,1,0.30000000000000004,0.3727272727272727,3.033576e-06
0,1e-07,3e-08,1,0.30000000000000004,0.3818181818181818,3.101115e-06
0,1e-07,3e-08,1,0.30000000000000004,0.3909090909090909,3.166185e-06
0,1e-07,3e-08,1,0.30000000000000004,0.39999999999999997,3.236404e-06
0,1e-07,3e-08,1,0.30000000000000004,0.40909090909090906,3.311926e-06
0,1e-07,3e-08,1,0.30000000000000004,0.41818181818181815,3.383475e-06
0,1e-07,3e-08,1,0.30000000000000004,0.42727272727272725,3.46257e-06
0,1e-07,3e-08,1,0.30000000000000004,0.43636363636363634,3.529983e-06
0,1e-07,3e-08,1,0.30000000000000004,0.44545454545454544,3.617562e-06
0,1e-07,3e-08,1,0.30000000000000004,0.45454545454545453,3.69658e-06
0,1e-07,3e-08,1,0.30000000000000004,0.4636363636363636,3.782303e-06
0,1e-07,3e-08,1,0.30000000000000004,0.4727272727272727,3.868487e-06
0,1e-07,3e-08,1,0.30000000000000004,0.4818181818181818,3.962358e-06
0,1e-07,3e-08,1,0.30000000000000004,0.4909090909090909,4.056521e-06
0,1e-07,3e-08,1,0.30000000000000004,0.5,4.147159e-06
0,1e-07,3e-08,1,0.30000000000000004,0.509090909090909,4.246069e-06
0,1e-07,3e-08,1,0.30000000000000004,0.5181818181818182,4.347442e-06
0,1e-07,3e-08,1,0.30000000000000004,0.5272727272727272,4.44737e-06
0,1e-07,3e-08,1,0.30000000000000004,0.5363636363636364,4.562534e-06
0,1e-07,3e-08,1,0.30000000000000004,0.5454545454545454,4.672452e-06
0,1e-07,3e-08,1,0.30000000000000004,0.5545454545454546,4.785607e-06
0,1e-07,3e-08,1,0.30000000000000004,0.5636363636363636,4.897933e-06
0,1e-07,3e-08,1,0.30000000000000004,0.5727272727272728,5.02998e-06
0,1e-07,3e-08,1,0.30000000000000004,0.5818181818181818,5.159235e-06
0,1e-07,3e-08,1,0.30000000000000004,0.5909090909090908,5.297146e-06
0,1e-07,3e-08,1,0.30000000000000004,0.6,5.4301e-06
0,1e-07,3e-08,1,0.30000000000000004,0.609090909090909,5.574894e-06
0,1e-07,3e-08,1,0.30000000000000004,0.6181818181818182,5.727381e-06
0,1e-07,3e-08,1,0.30000000000000004,0.6272727272727272,5.895388e-06
0,1e-07,3e-08,1,0.30000000000000004,0.6363636363636364,6.060085e-06
0,1e-07,3e-08,1,0.30000000000000004,0.6454545454545454,6.223425e-06
0,1e-07,3e-08,1,0.30000000000000004,0.6545454545454545,6.396197e-06
0,1e-07,3e-08,1,0.30000000000000004,0.6636363636363636,6.577536e-06
0,1e-07,3e-08,1,0.30000000000000004,0.6727272727272727,6.76427e-06
0,1e-07,3e-08,1,0.30000000000000004,0.6818181818181818,6.940234e-06
0,1e-07,3e-08,1,0.30000000000000004,0.6909090909090909,7.148669e-06
0,1e-07,3e-08,1,0.30000000000000004,0.7,7.351328e-06
0,1e-07,3e-08,1,0.30000000000000004,0.7090909090909091,7.563644e-06
0,1e-07,3e-08,1,0.30000000000000004,0.7181818181818181,7.797096e-06
0,1e-07,3e-08,1,0.30000000000000004,0.7272727272727273,8.04388e-06
0,1e-07,3e-08,1,0.30000000000000004,0.7363636363636363,8.28574e-06
0,1e-07,3e-08,1,0.30000000000000004,0.7454545454545454,8.539706e-06
0,1e-07,3e-08,1,0.30000000000000004,0.7545454545454545,8.802813e-06
0,1e-07,3e-08,1,0.30000000000000004,0.7636363636363636,9.099746e-06
0,1e-07,3e-08,1,0.30000000000000004,0.7727272727272727,9.388149e-06
0,1e-07,3e-08,1,0.30000000000000004,0.7818181818181817,9.68358e-06
