w,l,nf,flavor,vd,mean_rel_error,vth_error,vth,ion,ioff,peak_gm
4e-07,1e-06,1,6,0.4,1.1620949723623561,-0.332752946191586,0.7956653690654267,5.209809999999999e-08,5.2195941e-06,6.19999999999975e-10
1.6e-06,1e-06,2,6,0.8,1.162079606985178,-0.3604552375701446,0.850799720679927,9.43018e-09,2.0671969800000003e-05,1.2283166666666666e-08
1e-07,1e-06,1,7,0.3,1.1618365004235582,-0.2915653702761716,0.7498429977602621,9.142790000000002e-08,1.2523175e-06,2.810000000000627e-10
3e-06,5e-07,2,6,0.0,1.1617320613190163,-0.08905978863156266,0.5522750925118104,2.325900000000011e-07,0.00024379492,-1.856666666666716e-08
4e-07,2e-07,1,9,0.8,1.1617060172773663,-0.3584359701194715,0.8404710748137258,1.129759e-08,2.09681198e-05,8.585733333333336e-09
4e-07,5e-07,1,7,0.4,1.1616364353144015,-0.08630917515064318,0.5447605077805102,4.5990000000000004e-08,1.25959121e-05,-1.9676666666667007e-09
4e-07,5e-07,2,9,0.2,1.1614111454421872,-0.3344726457030015,0.7907864053358796,1.4697540000000005e-07,2.51787566e-05,4.9836666666670845e-09
2.65e-06,1e-06,2,7,0.0,1.161022518336092,-0.08811376356744927,0.547681500359684,5.107199999999997e-07,8.311162e-05,-6.190000000000472e-08
4e-07,6e-08,8,9,0.0,1.1609293971483607,-0.35239496546622573,0.8305828330257223,5.940400000000008e-07,0.00103799492,6.788666666666666e-07
4e-07,1e-06,4,7,0.3,1.1608916427081464,-0.08778594508848375,0.547599850836568,8.770959999999996e-08,1.98413325e-05,-2.5163333333334774e-09
1e-07,6e-08,8,7,0.3,1.1608336968090809,-0.03620683184032569,0.5683475639876916,9.038280000000005e-08,0.0003256770725,-2.790386666666666e-07
2e-07,1e-06,2,6,0.1,1.1607054005957491,-0.07499013894555207,0.537126368349076,2.6465200000000014e-07,4.978139000000001e-06,-2.386666666666196e-09
1e-07,6e-08,8,6,0.0,1.1603542839921008,-0.01029296619077491,0.5743343602661057,4.927999999999828e-08,0.00037930082,-6.515000000000056e-07
1e-07,1e-06,2,9,0.1,1.160136935258077,-0.29525001518173793,0.7580164030742635,1.848200000000001e-07,2.495834e-06,1.2533333333341367e-09
3e-06,6e-08,8,7,0.7,1.1598653973497546,-0.06192745093872898,0.5863827649071164,4.131960000000001e-09,0.00326869423869,-1.4975170033333331e-05
1e-07,6e-08,8,6,0.5,1.159850091767211,-0.032008361350506775,0.5705692333443224,2.55475e-08,0.0003259416768,-3.1869566666666656e-07
4e-07,5e-07,1,9,0.3,1.1597263195939216,-0.09080932184562224,0.546977656377604,8.122689999999997e-08,1.24384425e-05,-2.7600000000027765e-10
1e-07,6e-08,4,7,0.5,1.1596571839587577,-0.04828590504096897,0.5664668361436758,2.17506e-08,0.0001567753768,-1.1470399999999997e-07
2e-07,9e-08,1,9,0.1,1.1592135739369154,-0.30343953550753844,0.7770313074439507,1.8874500000000017e-07,5.0252936e-05,1.3066666666671775e-09
8e-07,6e-08,4,9,0.0,1.1582936103758215,-0.3501327721430123,0.8283821746230801,6.104399999999995e-07,0.00101855892,4.924999999999956e-07
1.6e-06,5e-07,1,6,0.8,1.1582073524699399,-0.36000733644604116,0.849721684816833,9.40974e-09,2.6888419800000003e-05,1.4441466666666664e-08
1e-07,9e-08,2,8,0.1,1.1578796185158458,-0.057275834666609626,0.5453721724247402,1.8989199999999986e-07,5.0586186e-05,-5.5033333333334845e-09
2e-07,5e-07,4,9,0.3,1.1576586733625804,-0.0862809051036546,0.5414842453575016,8.093819999999996e-08,2.39610825e-05,-5.72600000000006e-09
2.65e-06,1e-06,1,6,0.0,1.1573872518470432,-0.08457684156930972,0.5485751759256271,2.0086000000000065e-07,4.255089e-05,-4.566666666669903e-09
1.6e-06,1e-06,4,8,0.8,1.1573275790062574,-0.3616729674840636,0.8508431522440919,1.159212e-08,4.11492298e-05,2.4555433333333332e-08
4e-07,1e-06,4,8,0.1,1.1570715223878119,-0.3359394864676132,0.7971542343114157,1.966209999999999e-07,2.1126876e-05,7.913333333332953e-09
1e-07,1e-06,1,5,0.9,1.1570122905849618,0.36539813045085867,0.05334606416891463,7.528710000000002e-06,6.227e-07,1.8659666666666674e-05
4e-07,1e-06,1,6,0.3,1.1568143424615833,-0.08458880338921804,0.5474309481966303,9.79406e-08,5.2815575e-06,-2.058666666666857e-09
4e-07,9e-08,2,8,0.0,1.1567853565270192,-0.34112732838227783,0.8281556504078244,5.555999999999985e-07,0.00024615472,6.563333333332816e-08
4e-07,1e-06,2,7,0.1,1.1566501451595466,-0.08775780886942958,0.5473891426579904,2.117910000000002e-07,1.0434996e-05,-2.943333333331994e-09
1e-07,1e-06,4,6,0.6,1.1565665579054953,-0.07330931038396904,0.5391530380990237,9.316359999999998e-09,4.7012181200000005e-06,-8.098333333333383e-10
2e-07,6e-08,2,9,0.8,1.1564090096114885,-0.3576880894624528,0.8386846393774127,1.109534e-08,6.07321898e-05,2.9068933333333328e-08
1e-07,5e-07,8,7,0.4,1.1563326260986215,-0.0772287793876894,0.5325190103265087,4.662970000000001e-08,2.45215021e-05,-1.8093333333334084e-09
2e-07,1e-06,1,7,0.6,1.1563075679698263,-0.07939233662054368,0.5440465966763369,6.041449999999999e-09,2.20374112e-06,-5.051666666666555e-10
1.6e-06,1e-06,2,9,0.7,1.156104286609991,-0.3515237429728717,0.8258081205661801,4.90962e-09,3.456792869e-05,9.186800000000002e-09
4e-07,5e-07,2,8,0.3,1.1559677619759507,-0.08695547231398648,0.5465766319211894,8.334159999999998e-08,2.52981425e-05,-5.94066666666682e-09
1.6e-06,9e-08,4,9,0.0,1.155929263153421,-0.3557515016017808,0.83084813856808,6.976000000000016e-07,0.00155382392,7.244333333333361e-07
1.6e-06,1e-06,8,9,0.8,1.1558625086164576,-0.3634444277640791,0.8511511308059885,1.1105350000000002e-08,7.526261979999999e-05,3.1655366666666663e-08
2.65e-06,1e-06,1,7,0.0,1.1558067598063408,-0.08729574366220888,0.5468636475205877,4.598700000000001e-07,4.254022000000001e-05,-2.1416666666667302e-07
4e-07,1e-06,2,6,0.1,1.1557070829916554,-0.3320016719777244,0.7949978843530383,2.5656e-07,1.0447496e-05,2.4900000000004408e-09
4e-07,1e-06,2,6,0.4,1.155639658039917,-0.33346848223720504,0.7963810127715281,5.1592e-08,1.01826821e-05,3.273333333332986e-10
4e-07,1e-06,4,6,0.3,1.1554470654832012,-0.085013598280544,0.5478556821171495,9.779350000000005e-08,2.04323425e-05,-3.3963333333333283e-09
4e-07,5e-07,8,7,0.7,1.155440787405558,-0.34706142117009264,0.8202759169279646,4.1132699999999986e-09,7.580948869e-05,9.524933333333325e-09
8e-07,5e-07,1,7,0.1,1.155389402480141,-0.3350360799802439,0.7939909850670419,2.15711e-07,2.8609436e-05,6.736666666666981e-09
4e-07,6e-08,4,9,0.0,1.1551244456356,-0.34894357115654684,0.827131393499974,6.069499999999993e-07,0.00053615512,2.417333333333258e-07
3e-06,5e-07,1,6,0.8,1.155122786100982,-0.36039874607029565,0.8504147391404391,1.001454e-08,5.16080898e-05,2.934809999999999e-08
3e-06,5e-07,2,9,0.0,1.155107961242983,-0.09351591439913792,0.5504947758659764,6.514599999999993e-07,0.00023392682,-1.3000000000005917e-08
1e-07,3e-08,1,9,0.0,1.1550757932350608,-0.2924662539035338,0.7907560025000174,5.84840000000001e-07,5.403262e-05,
1e-07,4e-08,1,9,0.0,1.1550757932350608,-0.2924662539035338,0.7907560025000174,5.84840000000001e-07,5.403262e-05,
4e-07,5e-07,1,8,0.4,1.1549065616470284,-0.08768297922178836,0.5474519191163569,4.2672299999999976e-08,1.25024121e-05,-8.533333333334185e-10
3e-06,9e-08,8,7,0.0,1.1548181459381186,-0.07841129251790085,0.5758021590836104,5.490299999999997e-07,0.00495789192,-4.8473333333333336e-06
4e-07,5e-07,4,6,0.7,1.1546852124554001,-0.34576977327539943,0.8209157674060785,2.6680300000000008e-09,3.896554869e-05,7.0116e-09
4e-07,1e-06,8,7,0.2,1.1545660866833676,-0.3355363192386258,0.7952103264679742,1.5646740000000004e-07,3.97352766e-05,6.503333333335148e-10
1.6e-06,5e-07,2,7,0.8,1.1545304577603195,-0.36325276558587855,0.8509563495180221,1.0541760000000002e-08,5.26952798e-05,3.109780000000001e-08
4e-07,1e-06,1,8,0.2,1.1544855303215729,-0.3333250894283705,0.7945398809187443,1.498215e-07,5.1985076e-06,4.424666666666724e-09
4e-07,1e-06,4,9,0.3,1.1543603872005619,-0.0842013833313413,0.5471788706205658,8.197389999999994e-08,1.97064125e-05,-4.168333333333692e-09
8e-07,5e-07,1,8,0.1,1.1541776057890818,-0.08757232042678526,0.5478416526939884,1.9473200000000005e-07,2.8485346e-05,-3.2033333333335243e-09
4e-07,1e-06,4,8,0.2,1.1539786046050207,-0.08732198270286279,0.5485368224357747,1.4798370000000006e-07,2.10295566e-05,-3.162333333333028e-09
4e-07,1e-06,2,8,0.4,1.1538528242311028,-0.33261897771878,0.7941564982286278,4.3157e-08,1.01530421e-05,9.220000000000263e-10
1e-07,9e-08,4,6,0.6,1.1538115658112114,-0.06557493138481846,0.5597360412303204,9.46079e-09,0.0001068810991199,-3.1608666666666666e-08
8e-07,1e-06,2,6,0.1,1.1536263554101351,-0.08533896512103556,0.5485931100379322,2.4865700000000013e-07,2.2387576e-05,-4.00999999999987e-09
2.65e-06,1e-06,4,9,0.8,1.1534735111068053,-0.36401608370234706,0.851309882551544,1.120817e-08,6.664061979999999e-05,3.5654799999999987e-08
4e-07,5e-07,1,6,0.4,1.1534194706075818,-0.08612810589098491,0.5468307473465398,5.1934600000000026e-08,1.28274921e-05,-1.2036666666667695e-09
1e-07,9e-08,8,6,0.7,1.153278268483056,-0.06963404386000732,0.5661244314161696,1.722189999999998e-09,0.00019064353869,-5.913573333333334e-08
2.65e-06,1e-06,2,6,0.8,1.1530530167071524,-0.3609930876800942,0.8515110466787349,1.0187400000000002e-08,3.5393709800000004e-05,2.2263366666666674e-08
1.6e-06,6e-08,8,9,0.0,1.1528216604680945,-0.3596451534891425,0.8385643423527814,7.273499999999991e-07,0.00325139492,1.7234666666666711e-06
2e-07,5e-07,4,6,0.4,1.1527459504536344,-0.07871382157305695,0.5384367890482136,5.28784e-08,2.41925521e-05,-2.7183333333333714e-09
3e-06,9e-08,8,6,0.0,1.1527066312324266,-0.06069522687500806,0.5771375430096859,2.433199999999996e-07,0.00528723792,-9.3143e-06
1e-07,6e-08,8,6,0.4,1.1526828029497973,-0.02703623954106016,0.5712231094678363,5.4436299999999975e-08,0.0003407627221,-3.68296666666667e-07
2e-07,1e-06,8,8,0.4,1.152632675335675,-0.32107958118034113,0.7828121658292394,4.346180000000001e-08,1.90385721e-05,9.730000000000267e-10
4e-07,1e-06,8,8,0.2,1.151943010971861,-0.08640856705478744,0.547623416697551,1.483218e-07,4.02359866e-05,-5.085666666666512e-09
4e-07,5e-07,4,7,0.1,1.1518714294345307,-0.08919514845749105,0.5474751645686549,2.1186100000000002e-07,5.1664316e-05,-9.87666666666613e-09
1e-07,9e-08,1,7,0.1,1.1518111663999357,-0.06041895616142934,0.5563150164405369,2.280709999999999e-07,2.9832166e-05,-4.510000000000702e-09
4e-07,1e-06,1,9,0.2,1.1513945177355627,-0.32870233055349746,0.7916263152732926,1.4344010000000006e-07,5.1474366e-06,1.835666666667151e-09
4e-07,1e-06,1,7,0.2,1.1513893977327885,-0.0864970676541087,0.5461710648510533,1.5569979999999996e-07,5.1792706e-06,-1.8226666666665803e-09
1.6e-06,5e-07,1,7,0.8,1.1513263101947766,-0.36175177600876046,0.8494553930963703,1.0197830000000002e-08,2.6880229800000003e-05,1.2102033333333341e-08
2e-07,1e-06,8,7,0.4,1.1512624214227336,-0.08164706208040429,0.5411814879470619,4.61016e-08,1.91136621e-05,-2.0623333333333687e-09
3e-06,9e-08,8,9,0.8,1.1511791027594123,-0.09688987894231887,0.582979473765884,1.128897e-08,0.0012890312798,-1.5246865666666666e-06
8e-07,1e-06,2,7,0.1,1.1511318540364057,-0.3369685802996688,0.7966346694649946,2.087950000000001e-07,2.2269766e-05,6.026666666667853e-09
1e-07,5e-07,4,7,0.5,1.1510089599600668,-0.3087648328043204,0.7653853330434327,2.1875e-08,1.19550668e-05,1.0783333333333318e-09
8e-07,5e-07,8,7,0.8,1.1510056157490947,-0.36096482783783645,0.8480750261776335,1.072885e-08,9.48942398e-05,2.7700133333333322e-08
4e-07,1e-06,8,9,0.1,1.1507907088695262,-0.08480994687853527,0.5477649080314686,1.8505099999999985e-07,4.0211466e-05,-5.576666666667519e-09
2e-07,6e-08,4,7,0.5,1.1505264927990504,-0.054509949251048795,0.5676776874005482,2.10117e-08,0.0002936154768,-1.962913333333333e-07
8e-07,1e-06,2,6,0.2,1.1505007752261687,-0.08579233826531896,0.5489652044711025,1.6762480000000006e-07,2.22907566e-05,-1.1116666666666477e-08
2e-07,5e-07,8,9,0.2,1.1504018888847813,-0.08432887447547327,0.5396320937364285,1.437587e-07,4.8829536600000006e-05,-4.2903333333333184e-09
1.6e-06,1e-06,2,8,0.8,1.1503471081673453,-0.3611272674006708,0.8502975563876912,1.1035e-08,2.09727998e-05,1.2239466666666666e-08
1e-07,6e-08,2,7,0.4,1.1501252869262564,-0.0372582055367886,0.5629701114632745,4.724489999999999e-08,7.54433521e-05,-3.37103333333335e-08
2e-07,6e-08,8,7,0.0,1.1499419102928607,-0.30277897858410874,0.8506725230499383,3.5507000000000065e-07,0.00071191192,6.459333333333445e-07
4e-07,1e-06,2,9,0.4,1.149853692567913,-0.0840546020497,0.5473038035198824,4.1685000000000026e-08,9.8843821e-06,-1.272333333333245e-09
2.65e-06,1e-06,2,9,0.8,1.1498208945714308,-0.36315614391797735,0.8504507199613398,1.131351e-08,3.47969598e-05,2.0118133333333337e-08
1.6e-06,1e-06,1,8,0.8,1.1491583089726949,-0.36042816079146345,0.8495984435552412,1.082223e-08,1.05685298e-05,5.504099999999999e-09
8e-07,1e-06,4,6,0.1,1.1491123156777396,-0.08567003026285253,0.5489240413823807,2.48872e-07,4.3873816e-05,-5.7966666666662684e-09
8e-07,5e-07,1,7,0.2,1.1490350204027615,-0.08839561093718273,0.5472532705918338,1.5457749999999998e-07,2.84424966e-05,-1.0758333333333134e-08
3e-06,4e-08,8,8,0.8,1.1489806159426081,-0.08439632998414759,0.5890130516323818,1.0605030000000001e-08,0.0017670792798,
3e-06,3e-08,8,8,0.8,1.1489806159426081,-0.08439632998414759,0.5890130516323818,1.0605030000000001e-08,0.0017670792798,
2e-07,1e-06,1,0,0.1,1.148938535702471,0.30801771371291814,0.07807167059036124,4.029451e-06,2.98606e-07,1.0443979999999999e-05
4e-07,5e-07,2,6,0.3,1.1488747122411715,-0.0853712635452687,0.5458758346494376,9.72081e-08,2.60955625e-05,-4.55366666666695e-09
1e-07,5e-07,8,9,0.4,1.1487685478990688,-0.07501134450285829,0.5306818408966878,4.2219200000000026e-08,2.37088021e-05,-3.4866666666655023e-10
1.6e-06,1e-06,2,7,0.8,1.148707540616795,-0.3622021760505274,0.8508002274323095,1.0380440000000002e-08,2.08884998e-05,1.0654700000000007e-08
8e-07,1e-06,2,9,0.1,1.1484359460245672,-0.3352828116445971,0.7956090304356835,1.84128e-07,2.1950866e-05,2.373333333333818e-09
1.6e-06,5e-07,1,9,0.8,1.1483756980860047,-0.36298192339362784,0.8479683127872842,1.084973e-08,2.60722698e-05,1.3109666666666662e-08
1e-07,9e-08,8,7,0.5,1.1482867183796015,-0.06451786216947114,0.5558859080513303,2.1186800000000005e-08,0.0002226841768,-4.9550999999999985e-08
1e-07,6e-08,4,8,0.6,1.148209646686924,-0.06821351603158488,0.5549065811622964,3.876169999999996e-09,0.00013258859912,-3.541526666666667e-08
3e-06,5e-07,8,2,0.1,1.1480364813221589,0.38007542926310356,0.04235077786407821,0.0005622067559999,2.15872e-07,0.0013515888399996665
4e-07,5e-07,4,8,0.1,1.1479337334346216,-0.08701912218373814,0.546923491586666,1.96984e-07,5.2616366e-05,-7.806666666665989e-09
8e-07,5e-07,1,8,0.2,1.1478429085350081,-0.08805819769010653,0.5481456573792076,1.4791040000000005e-07,2.83230366e-05,-1.16216666666663e-08
2e-07,1e-06,4,7,0.5,1.1477518689904649,-0.31949662660769307,0.7804737455393218,2.0846800000000017e-08,9.3110928e-06,4.973333333333921e-10
4e-07,1e-06,8,6,0.2,1.147641365673245,-0.08570609624330788,0.5486167013849789,1.7024380000000004e-07,4.07073766e-05,-3.907333333333211e-09
4e-07,2e-07,1,9,0.7,1.1476018159378212,-0.3483523669232243,0.8176488503171792,5.21891e-09,3.500929869e-05,9.432499999999997e-09
1.6e-06,1e-06,1,6,0.8,1.1472237398153895,-0.3602522228419706,0.850596899009817,9.50981e-09,1.06611698e-05,5.3321999999999945e-09
4e-07,1e-06,1,7,0.5,1.147104479921926,-0.3340975769931815,0.7957035997708937,2.10922e-08,4.963892799999999e-06,2.2600000000004448e-10
8e-07,1e-06,2,7,0.2,1.1468542554723073,-0.08872960716098932,0.5484372113180221,1.5230979999999998e-07,2.21923166e-05,-3.6109999999998677e-09
3e-06,9e-08,2,9,0.0,1.1468188415973986,-0.35239199070005506,0.8275059046140137,6.685400000000016e-07,0.00148973392,6.870999999999994e-07
8e-07,1e-06,4,7,0.1,1.146815814250867,-0.33678086221889575,0.7964469959659346,2.0856200000000025e-07,4.3337016e-05,1.3000000000006798e-09
2e-07,1e-06,8,9,0.4,1.1467838559289962,-0.07557443451509394,0.5400787042692572,4.115010000000001e-08,1.86980221e-05,-2.8026666666666326e-09
1e-07,5e-07,1,7,0.1,1.1467735438782667,-0.31272775029765054,0.7678889099615952,2.31338e-07,2.968005e-06,1.2110000000000318e-08
4e-07,5e-07,4,6,0.1,1.1467458753990425,-0.3348969019983009,0.795471605151033,2.591860000000001e-07,5.3271676e-05,6.580000000001108e-09
2e-07,6e-08,4,8,0.0,1.1467024370166097,-0.34160903303850054,0.8404009153220061,5.0157e-07,0.00033779382,2.568333333333316e-07
2e-07,9e-08,8,8,0.8,1.146544621362469,-0.07843313085273235,0.5717702472448427,1.1211410000000002e-08,0.0001903681798,-1.9529323333333322e-08
3e-06,5e-07,1,9,0.8,1.1465066738403562,-0.36311909476450127,0.8482999272349327,1.1282760000000002e-08,4.98710898e-05,2.693400000000001e-08
3e-06,2e-07,1,7,0.0,1.146425101828161,-0.3435870052604522,0.8174638429159807,5.015499999999986e-07,0.00043097192,1.7836666666665342e-07
2.65e-06,1e-06,1,8,0.8,1.1460168142151885,-0.36107649630487876,0.8500656450115676,1.1025180000000002e-08,1.79422598e-05,1.0482400000000008e-08
2e-07,2e-07,1,8,0.4,1.145737418934008,-0.08058434373466461,0.5426115844600178,4.3417800000000014e-08,2.17415621e-05,-5.773333333333394e-10
8e-07,1e-06,2,8,0.1,1.145567785337096,-0.08789599280302951,0.5487321186239692,1.9352799999999985e-07,2.2593436e-05,-2.6366666666668327e-09
1e-07,6e-08,4,6,0.7,1.145373796681388,-0.033836997365176535,0.5724104723868704,1.738609999999998e-09,0.00013464243869,-1.1828323333333331e-07
4e-07,6e-08,1,7,0.0,1.1452659855993859,-0.30629378146792163,0.8535357721160404,3.775500000000012e-07,0.00018663382,6.327000000000004e-07
4e-07,1e-06,2,7,0.4,1.145021242000111,-0.08790221079724064,0.5480627623805925,4.532440000000001e-08,1.02047821e-05,-9.510000000000504e-10
4e-07,9e-08,1,7,0.0,1.1448647970172174,-0.34253401115514215,0.8374087139618,3.5106999999999866e-07,0.00013672252,4.509999999999255e-08
3e-06,5e-07,8,1,0.1,1.144472431595985,0.3778399811711537,0.04116198745670703,0.000566483556,2.364290000000001e-07,0.0013473478399999995
1.6e-06,1e-06,1,9,0.8,1.144318103180621,-0.361447209382079,0.8491544625234311,1.0749340000000002e-08,1.05299498e-05,4.562000000000006e-09
8e-07,1e-06,1,0,0.1,1.144047247418387,0.3464196830007998,0.05936071256599146,1.3716776000000002e-05,2.95752e-07,3.555752666666667e-05
2.65e-06,1e-06,2,7,0.8,1.144025501398307,-0.3626717281250894,0.8510351467844344,1.1015890000000002e-08,3.55499398e-05,2.185153333333334e-08
8e-07,1e-06,2,9,0.2,1.1438560174914962,-0.08773470523091598,0.5480144152923693,1.4493379999999998e-07,2.18691666e-05,-3.1869999999999692e-09
2e-07,9e-08,1,9,0.2,1.1438371329624253,-0.06522090235901579,0.5376595454121331,1.4480139999999997e-07,4.92814266e-05,-7.178333333333575e-09
1e-07,9e-08,1,9,0.4,1.1437210770119006,-0.05865341174037786,0.5298674184173913,4.1470500000000034e-08,2.33401021e-05,-1.92233333333321e-09
1.6e-06,1e-06,8,7,0.8,1.1434884588245076,-0.3632009680333441,0.8517984926832696,1.028845e-08,7.697384979999999e-05,2.7588933333333327e-08
4e-07,5e-07,2,7,0.3,1.1434749404067073,-0.08791267093860605,0.5460950468344484,8.80251e-08,2.59090025e-05,-3.9863333333334675e-09
1e-07,5e-07,4,9,0.5,1.1433428539244046,-0.30319546994556923,0.7603633700542904,1.851830000000001e-08,1.13836868e-05,1.3206666666666993e-09
8e-07,1e-06,1,6,0.3,1.1432268947009714,-0.0858403307319624,0.5489488800081358,9.663859999999997e-08,1.13356525e-05,-2.7260000000000996e-09
2.65e-06,1e-06,2,8,0.8,1.143151863671044,-0.3617553206936095,0.8507442398486524,1.0969710000000002e-08,3.5873479800000003e-05,2.062383333333334e-08
3e-06,2e-07,1,5,0.1,1.142557681680671,0.3681016639089942,0.04501386077218802,0.000192736856,2.3782600000000005e-07,0.0004733438066666666
4e-07,1e-06,1,6,0.5,1.1425116833169158,-0.3336922377968353,0.7975832607091851,2.50024e-08,5.1275028e-06,1.4850000000000624e-09
8e-07,9e-08,2,7,0.0,1.1424635509707115,-0.34752332914752404,0.8425835199340701,3.676300000000018e-07,0.00052311072,4.262333333333352e-07
2e-07,5e-07,4,7,0.4,1.1423795905909766,-0.08178187508335555,0.538905334957532,4.588500000000002e-08,2.38055321e-05,-3.51633333333342e-09
3e-06,9e-08,8,8,0.7,1.1423318297155767,-0.09100913973469893,0.57900765578827,5.0192400000000005e-09,0.0025944942386899,-2.8451050999999995e-06
1e-07,9e-08,1,6,0.1,1.1422947966633643,-0.31362566077944704,0.8124621131928319,2.84132e-07,3.0951856e-05,5.696666666666508e-09
8e-07,5e-07,1,9,0.1,1.1422884454656714,-0.3378428694731337,0.7947421033581847,1.8597600000000018e-07,2.7852006e-05,6.913333333333584e-09
2e-07,6e-08,2,9,0.0,1.1422447632453583,-0.34306113030640173,0.8219402379609039,6.392999999999991e-07,0.0001475674199999,2.6266666666663272e-08
1e-07,5e-07,1,5,0.9,1.1420946917419315,0.3645850781399481,0.05060365159025815,1.6036300000000004e-05,6.387000000000012e-07,4.0499000000000006e-05
