w,l,nf,flavor,vd,mean_rel_error,vth_error,vth,ion,ioff,peak_gm
2.5e-06,9e-07,1,3,0.9,0.35014833132441686,0.08399138331287798,0.0577834755022972,0.00044887032,9.535500000000004e-07,0.0008137066333333332
1e-06,5e-07,4,3,0.9,0.3500414928502127,0.101581127871791,0.05201999548453614,0.0011508901199999,1.431300000000001e-06,0.0019987372999996666
1.5e-06,5e-07,2,3,0.4,0.3496814817669934,0.10786050070957375,0.04872109947142404,0.0006684646499999,6.296210000000002e-07,0.001020218016666333
1e-06,3e-07,8,3,0.7,0.3495690790580267,0.11945704566667661,0.046792529351572264,0.002866909192,2.08013e-06,0.004659351516666667
5e-07,5e-07,2,3,0.4,0.3495671846011633,0.10136219210041977,0.052172922190714364,0.00023522855,2.84429e-07,0.00037186268333333326
1.5e-06,6e-07,1,3,0.5,0.3490559441016451,0.09857904181910637,0.055526022809559546,0.000333546383,4.19072e-07,0.0005638637133333332
5e-07,1e-06,4,3,0.8,0.34840713909285315,0.08200556057248085,0.06244776284327577,0.00031836265,6.352899999999998e-07,0.0005868544333333332
2e-06,5e-07,4,3,0.5,0.3482960350075587,0.11154234566400842,0.048326867754225754,0.0019168546829999,1.651931e-06,0.003023777713333
5e-07,3e-07,4,3,0.7,0.3480325292134115,0.10877777913344745,0.05136634760745655,0.000807758092,8.1407e-07,0.001361203183333333
1e-06,3e-07,8,3,0.6,0.3479577512402855,0.12130358842318957,0.04641329412581925,0.002724003991,1.903597e-06,0.004315895613333333
1e-06,9e-07,1,3,0.5,0.34784083518932196,0.0869786866811185,0.05847326778289697,0.000156106083,3.107710000000003e-07,0.00026829168
7.5e-07,5e-07,2,3,0.4,0.3475829418647619,0.10471551702573416,0.05074253751331746,0.00034763545,3.60154e-07,0.0005415813499999999
7.5e-07,3e-07,8,3,0.5,0.34751844265787624,0.12158276515316149,0.04546817802513687,0.002041764683,1.52131e-06,0.0030949343799999995
5e-07,3e-07,1,3,0.3,0.3470244503650587,0.1102504094563267,0.045108472257192986,0.0001463572499999,1.434960000000003e-07,0.00021124396666649995
2e-06,5e-07,2,3,0.8,0.3470018040080812,0.10359797511374691,0.0527649985982952,0.0011352673499999,1.23121e-06,0.001972883766666333
2e-07,3e-08,4,0,0.8,0.3467931495654776,0.048420397758770856,0.18885717725453557,0.00065842565,1.8757000000000098e-07,
2e-07,4e-08,4,0,0.8,0.3467931495654776,0.048420397758770856,0.18885717725453557,0.00065842565,1.8757000000000098e-07,
5e-07,5e-07,4,3,0.8,0.34678477767900057,0.09794225830625383,0.05598786217131733,0.00058096645,7.919200000000014e-07,0.0010267640999999997
1e-06,1e-06,2,3,0.7,0.34668216954383546,0.08357295707548791,0.060546436722165906,0.000309469892,5.94132e-07,0.0005657378499999999
1.5e-06,3e-07,1,3,0.4,0.3466777959007204,0.11592413055134321,0.05114231555025118,0.00048302035,3.674039999999998e-07,0.0007470500166666665
1e-07,3e-08,8,0,0.9,0.34648868887976236,0.04478289853552617,0.1562632557381388,0.00073603732,3.243899999999991e-07,
1e-07,4e-08,8,0,0.9,0.34648868887976236,0.04478289853552617,0.1562632557381388,0.00073603732,3.243899999999991e-07,
5e-07,1e-06,1,3,0.3,0.3459281371823957,0.08737191732278989,0.04501882232529521,5.072961e-05,1.1501600000000021e-07,7.319895999999997e-05
2.5e-06,5e-07,4,3,0.5,0.3456541284952029,0.11290925206888033,0.04698845445687987,0.002299745683,2.002149000000001e-06,0.003569861046666666
7.5e-07,5e-07,4,3,0.8,0.3456138343467283,0.10065948449448922,0.05453649135236258,0.00089782235,9.92450000000001e-07,0.001573359100000333
2.5e-06,3e-07,1,3,0.6,0.34552083724726096,0.11407299791224923,0.05339756192417327,0.000936158491,7.242499999999999e-07,0.0015662149466666663
2e-06,5e-07,2,3,0.6,0.3451254588974759,0.10630847435186758,0.0533187375002698,0.001065948991,1.0048109999999991e-06,0.0018224126133333332
1.5e-06,5e-07,1,3,0.4,0.34475190401236955,0.1056933156766185,0.05088879822359752,0.00033600005,3.327089999999999e-07,0.0005240213500003332
7.5e-07,9e-07,1,3,0.4,0.34472810115185043,0.08757410932668593,0.053674119188246536,0.00010439745,2.154819999999998e-07,0.00016658478333333331
2e-06,5e-07,2,3,0.5,0.34458394538916426,0.10818146839800642,0.05168839281614955,0.0009880173829999,8.949660000000002e-07,0.0016172103799996663
2e-06,1e-06,1,3,0.8,0.3444825899321524,0.08279904340406133,0.059668258501072026,0.00032644365,6.950300000000014e-07,0.0005971834333333332
1e-06,1e-06,1,3,0.4,0.3440119025163395,0.08708146331160566,0.05214810896994431,0.00012222645,2.453189999999999e-07,0.0001929325166666667
2e-06,1e-06,8,3,0.1,0.34370094052035866,0.0864868963604964,0.01983551111198069,0.000455469456,9.90877e-07,0.000550750045
1e-06,6e-07,1,3,0.4,0.34359782086075735,0.0983266274022539,0.05188422478864902,0.00019943075,2.565079999999998e-07,0.0003139193499999999
7.5e-07,3e-07,8,3,0.7,0.3434446123009179,0.11752018600154446,0.047311640695362804,0.002320605192,1.805376e-06,0.0037816781833333326
7.5e-07,3e-07,8,3,0.6,0.3429057970407021,0.11915428408022444,0.047084712979270416,0.002216109991,1.671638e-06,0.003538558946666666
2e-06,3e-07,1,3,0.3,0.3422912385336611,0.11786800214284145,0.04281268744464915,0.00052880955,3.7243900000000004e-07,0.0007572114999999998
1e-06,5e-07,8,3,0.2,0.3421379015020649,0.10599569906391856,0.02893722760686898,0.00087492216,9.426069999999996e-07,0.0011542808316666665
7.5e-07,1e-06,1,3,0.4,0.34163125323343846,0.08654506511437317,0.053011720466394394,9.621561e-05,2.0823099999999977e-07,0.00015275611666666666
7.5e-07,5e-07,4,3,0.6,0.34130212950060895,0.10358373134952668,0.05463201571522798,0.000844221291,7.798359999999999e-07,0.001453200613333333
2e-06,5e-07,2,3,0.7,0.3412899603948861,0.10462518879993937,0.05337674735184528,0.001110070192,1.1016489999999996e-06,0.0019261235166666663
1e-06,5e-07,2,3,0.6,0.3409566560055092,0.10243923349979062,0.05623439846843728,0.0005481738909999,5.857859999999996e-07,0.0009532856133330001
1e-06,5e-07,8,3,0.4,0.3408967860077916,0.11293268692613856,0.04315264924356781,0.00154600595,1.378535e-06,0.0022161145899999993
1.5e-06,9e-07,1,3,0.7,0.34088341362992647,0.08495897942103017,0.06043128234196224,0.000263903692,5.118139999999999e-07,0.0004809405166666666
2e-06,9e-07,1,3,0.8,0.3406936979064017,0.08495655084831893,0.05887967090167389,0.00035980415,7.012200000000007e-07,0.0006543364333333333
1.5e-06,1e-06,1,3,0.6,0.3404203702458952,0.08434923186127835,0.06049201797071447,0.000229247891,4.400519999999998e-07,0.00041247861333333326
8e-07,3e-08,1,0,0.9,0.34028324974893187,-0.00984579874257896,0.26580995945275404,0.00061401382,8.762000000000038e-08,
8e-07,4e-08,1,0,0.9,0.34028324974893187,-0.00984579874257896,0.26580995945275404,0.00061401382,8.762000000000038e-08,
2e-06,6e-07,1,3,0.7,0.3402577408328175,0.09571234142112293,0.057144323688286494,0.0004915782919999,6.321060000000009e-07,0.0008750215166663331
2e-06,5e-07,4,3,0.6,0.3402211034861048,0.10920380502083815,0.05042232618996148,0.002089392991,1.7873759999999994e-06,0.0034827656133333334
2e-06,5e-07,8,3,0.7,0.3402038005563922,0.1116230412111898,0.046376337031309035,0.003849137192,3.3595520000000004e-06,0.006296471516666665
2e-06,5e-07,2,3,0.4,0.3401826549332533,0.10878201221800238,0.047897871812524584,0.0008686538499999,7.703459999999996e-07,0.0013118890166663334
1e-06,5e-07,2,3,0.7,0.34005556019399613,0.10069326646738389,0.05637087511858243,0.0005691520919999,6.567840000000006e-07,0.0010025525166663329
1.5e-06,5e-07,8,3,0.6,0.33956062408338755,0.11221036666917797,0.04719049505633541,0.002853824991,2.504168e-06,0.004591258946666666
5e-07,1e-06,2,3,0.4,0.33896259227502185,0.08647788503710668,0.05334340912589062,0.00012112575,2.254729999999997e-07,0.00019252484999999995
2.5e-06,5e-07,4,3,0.6,0.33861239050396597,0.11057572973481454,0.04910493694417066,0.002516127991,2.182397e-06,0.004149042279999999
5e-07,3e-07,4,3,0.6,0.3385220618786967,0.10993015881559635,0.051501737737785755,0.000778152691,7.237130000000001e-07,0.001297694280000333
5e-07,5e-07,1,3,0.3,0.33850403443610155,0.09914839941522312,0.04744639886648251,9.476576e-05,1.212250000000003e-07,0.00013861356
7.5e-07,5e-07,4,3,0.7,0.3381604789499916,0.10177146750264288,0.05492982839656316,0.000878333092,8.635110000000004e-07,0.0015351775166666665
2.5e-06,5e-07,1,3,0.7,0.33755143821497924,0.10276543242911373,0.05529421622505829,0.0006962206919999,7.037750000000007e-07,0.0012168198499996664
2e-06,6e-07,1,3,0.6,0.337396331087401,0.09735078976288439,0.056925958267935416,0.000472778091,5.488659999999994e-07,0.0008299006133333331
4e-07,4e-08,2,0,0.4,0.3370487589008458,0.047268406372300786,0.2527315936276992,0.00053975185,1.559599999999979e-08,
4e-07,3e-08,2,0,0.4,0.3370487589008458,0.047268406372300786,0.2527315936276992,0.00053975185,1.559599999999979e-08,
2e-06,5e-07,1,3,0.7,0.336701364773609,0.10092163999196027,0.05708057428033506,0.000555097692,6.050969999999996e-07,0.00098064785
2.5e-06,6e-07,1,3,0.8,0.33608464350669787,0.0949542414882028,0.05628945107802804,0.00062479405,8.33640000000001e-07,0.0011095231
2e-06,5e-07,8,3,0.9,0.33584604313135746,0.10817571344306294,0.04621317742545965,0.00408207312,3.7915700000000007e-06,0.006812903299999998
2e-06,5e-07,8,3,0.8,0.33584433265457064,0.10977690800905004,0.046583205320418354,0.00399854435,3.55029e-06,0.0066568124333333326
2.5e-06,5e-07,4,3,0.9,0.3357701151616913,0.10569941630263893,0.04872528584414184,0.00276898312,2.74439e-06,0.004709923299999999
5e-07,3e-07,8,3,0.3,0.3356907483999101,0.11733597360487207,0.038022929254765095,0.00097417535,7.465170000000002e-07,0.0013661740499999997
2e-07,3e-08,8,0,0.7,0.3350694785298339,0.03713790215092733,0.2088284071812047,0.001216212192,1.69929e-07,
2e-07,4e-08,8,0,0.7,0.3350694785298339,0.03713790215092733,0.2088284071812047,0.001216212192,1.69929e-07,
1.5e-06,3e-07,2,3,0.3,0.3348110869326073,0.11843244681804604,0.0426053550349444,0.00079821945,5.405760000000001e-07,0.0011421128833335
2e-06,5e-07,4,3,0.2,0.3341497692576419,0.10522455924281901,0.030041048448567483,0.00094881706,9.983439999999998e-07,0.0012638576649999997
2.5e-06,3e-07,1,3,0.5,0.33404971750905676,0.11564986934534802,0.052624179764469016,0.000877200083,6.126710000000008e-07,0.0014232070466666663
2e-06,5e-07,1,3,0.6,0.33384004961431313,0.10243568311302247,0.05719175780960058,0.000534740991,5.37424e-07,0.0009342832799999998
4e-07,3e-08,4,0,0.4,0.3336122121801194,0.0014812645777517175,0.29851873542224827,0.00101142595,3.768599999999969e-08,
4e-07,4e-08,4,0,0.4,0.3336122121801194,0.0014812645777517175,0.29851873542224827,0.00101142595,3.768599999999969e-08,
1e-06,5e-07,4,3,0.8,0.3334758404946691,0.1029010130501157,0.05258460085530179,0.00113309035,1.22414e-06,0.0019719017666669993
5e-07,3e-07,8,3,0.8,0.3330959483130188,0.11036329687245618,0.04872074892808846,0.00158775935,1.41058e-06,0.002640403766666666
1e-07,3e-08,2,0,0.9,0.3329752900508439,0.09321884701806533,0.10782738488683981,0.0002095366199999,9.62799999999997e-08,
1e-07,4e-08,2,0,0.9,0.3329752900508439,0.09321884701806533,0.10782738488683981,0.0002095366199999,9.62799999999997e-08,
2.5e-06,5e-07,1,3,0.6,0.33283024429946007,0.10455446869132101,0.055127871728404436,0.000669497691,6.037489999999997e-07,0.0011542629466666664
1e-06,1e-06,2,3,0.6,0.33265517714135967,0.08540541884379718,0.05947651058428674,0.000296384091,5.147049999999998e-07,0.0005307989466666666
1e-06,5e-07,2,3,0.5,0.3324380314076645,0.10451302758626285,0.054503164032065676,0.000510472483,4.946180000000004e-07,0.0008537033799999999
1e-06,5e-07,1,3,0.4,0.33140037605073414,0.10218032030347327,0.0539060965783247,0.00022577565,2.428329999999999e-07,0.00035944235
1.5e-06,1e-06,2,3,0.9,0.33127875459797484,0.08243923349653953,0.05834670107802631,0.00049872222,1.034150000000001e-06,0.0009085696333333334
5e-07,3e-07,4,3,0.5,0.33119353070653795,0.1117697971582785,0.05039022376888173,0.000727215383,6.277450000000005e-07,0.0011726513799999998
7.5e-07,1e-06,2,3,0.7,0.3311550376503007,0.08191972004162548,0.06286286498053528,0.000247859392,5.137099999999997e-07,0.00045654318333366667
2.5e-06,5e-07,4,3,0.8,0.33109078541180315,0.10704579056174954,0.04936430504946144,0.00272228535,2.52291e-06,0.004634899099999999
2e-06,5e-07,4,3,0.9,0.33099451754153375,0.10453582740687717,0.04985477290548543,0.00228686012,2.29576e-06,0.003912283299999999
7.5e-07,5e-07,4,3,0.5,0.33095303995681247,0.1056808164345524,0.05279540447751672,0.000783734783,6.91928e-07,0.0012929560466666667
1.5e-06,5e-07,8,3,0.9,0.3309518538312968,0.10639223884186952,0.04781920655955502,0.00318969912,3.05984e-06,0.005389803299999998
1.5e-06,9e-07,1,3,0.6,0.33085624032907296,0.08650190768763147,0.05982799257014407,0.000253370691,4.379760000000001e-07,0.00045426761333333324
2.5e-06,9e-07,1,3,0.8,0.3306469253484663,0.08554083114249719,0.058149632689224656,0.00044257385,7.801299999999999e-07,0.0008033944333333332
1.5e-06,5e-07,4,3,0.9,0.330472155390696,0.10298568411091208,0.05122683470740221,0.00172010012,1.8033299999999989e-06,0.002970753966666666
7.5e-07,3e-07,4,3,0.3,0.33038862256408685,0.11880525556640176,0.0411592661479415,0.00081888005,5.752220000000002e-07,0.0011648873833333333
2e-06,5e-07,4,3,0.8,0.330018869704768,0.10584868475887127,0.050513205248874676,0.00225010635,2.0736600000000007e-06,0.0038558357666666656
2.5e-06,1e-06,8,3,0.4,0.3294514468233917,0.10148828045658073,0.03759731362251011,0.00184685195,2.348621e-06,0.0025829530899999995
2.5e-06,5e-07,4,3,0.7,0.32868711729564903,0.10837476111320588,0.04968351750848999,0.002648542192,2.334473e-06,0.0044820448499999985
1e-06,5e-07,4,3,0.3,0.3286593889579442,0.10904438143382292,0.04017069223835119,0.00069738975,6.27357e-07,0.0009876640499999999
2e-06,5e-07,4,3,0.7,0.32846485903018613,0.10710124840136769,0.05090000849316685,0.002192259192,1.896264e-06,0.003738641516666666
2.5e-06,5e-07,4,3,0.1,0.3282796407569615,0.09647242500689841,0.02196044110584147,0.0005884822559999,8.628559999999999e-07,0.00071139188
5e-07,5e-07,4,3,0.7,0.3281576557973039,0.09902842008616985,0.05626150601849009,0.000568271592,6.661320000000003e-07,0.0010022038499999998
2e-07,3e-08,8,0,0.8,0.3280584474216739,0.044168077697841784,0.19310925398629336,0.0012491003499999,2.364400000000011e-07,
2e-07,4e-08,8,0,0.8,0.3280584474216739,0.044168077697841784,0.19310925398629336,0.0012491003499999,2.364400000000011e-07,
7.5e-07,3e-07,2,3,0.3,0.3277858343524879,0.1159591024277721,0.04400523711841578,0.00042835165,3.0688300000000014e-07,0.0006160668833333332
1.5e-06,5e-07,8,3,0.7,0.32777732041460383,0.10951818493016376,0.048259156400078204,0.003030489192,2.631176e-06,0.005056258183333666
1e-06,5e-07,4,3,0.5,0.32744390019583564,0.10841938789043742,0.05059702877571597,0.0009795822829999,8.822180000000007e-07,0.0015928530466666666
1.5e-06,5e-07,8,3,0.8,0.3274359428973729,0.10788826515905463,0.04826774483045683,0.0031310173499999,2.82237e-06,0.005285259099999666
2.5e-06,5e-07,1,3,0.5,0.3273865763328043,0.10642277557218237,0.053476301588318856,0.000622057383,5.269800000000005e-07,0.0010298320466666665
1.5e-06,5e-07,4,3,0.3,0.3270206357378271,0.10982191795106341,0.039759328706237364,0.0010275237499999,8.854860000000003e-07,0.0014526278833331665
1e-06,5e-07,8,3,0.5,0.3266790034119184,0.11159095771710253,0.04742472871440867,0.001785950683,1.5260140000000005e-06,0.002788411713333333
2.5e-06,1e-06,1,3,0.8,0.32667844345782415,0.08356937124305949,0.05873223601182775,0.00040589075,7.495800000000007e-07,0.0007403074333333331
1e-06,5e-07,4,3,0.4,0.3263952151131856,0.10949443867167957,0.04659152620727908,0.00085887005,7.667569999999995e-07,0.0012871440166666664
1.5e-06,5e-07,4,3,0.5,0.3260837337778855,0.10955111672333297,0.05013153410323011,0.001454704683,1.198498e-06,0.002340563713333666
2e-06,5e-07,2,3,0.3,0.32603488940771114,0.10803192471103508,0.04159171147416639,0.00070676735,6.253070000000002e-07,0.0010069735500001665
1e-06,3e-07,1,3,0.3,0.32578098545578166,0.11469181585079041,0.046737031182332946,0.00027598865,1.96908e-07,0.00040060151666666664
7.5e-07,3e-07,8,3,0.1,0.32568031892073185,0.10347004405398963,0.022110388844265364,0.0005356942559999,5.724089999999998e-07,0.0006495880466664999
2e-06,6e-07,1,3,0.5,0.32536914510966736,0.09913808532323587,0.05502495829515,0.0004389006829999,4.699440000000008e-07,0.0007398177133329999
1.5e-06,5e-07,4,3,0.4,0.3247612361734454,0.11046529039906774,0.046115813516104116,0.00127057095,1.04545e-06,0.001873932683333333
2e-06,9e-07,1,3,0.7,0.324691161814375,0.08625551457075288,0.05901310601714184,0.000351898092,5.875029999999998e-07,0.0006376575166666667
2e-06,5e-07,1,3,0.5,0.3243008803534383,0.10414699862435335,0.05572300813804178,0.000497964483,4.559910000000008e-07,0.0008380657133333332
5e-07,3e-07,8,3,0.4,0.3239623547884193,0.11704094336304224,0.04380216198376524,0.00120000795,8.988589999999999e-07,0.0017245542566668329
1e-06,5e-07,8,3,0.9,0.32388573835306184,0.10358593156581031,0.050014396015146255,0.00215527912,2.1650199999999985e-06,0.0036998599666666658
1e-06,5e-07,4,3,0.6,0.3237158479474545,0.10610471968499108,0.05256834722110506,0.001060268991,9.755459999999994e-07,0.001806561613333333
5e-07,3e-07,4,3,0.4,0.3235811236680153,0.11356187186002295,0.047281290017358694,0.0006465310499999,5.165869999999997e-07,0.000974139683333
2.5e-06,3e-07,1,3,0.4,0.32343685761697916,0.1168002319737825,0.04975711310263994,0.00078169555,5.056229999999999e-07,0.0011864720166666666
1.5e-06,5e-07,2,3,0.3,0.3230855389255956,0.10720409324431018,0.04237770588890671,0.00054531235,4.923520000000001e-07,0.0007793542666666664
1.5e-06,5e-07,4,3,0.6,0.32265027306530036,0.10735427625887753,0.05204803932529975,0.001579205991,1.324406e-06,0.0026724056133333326
1e-06,3e-07,4,3,0.2,0.32253943420478726,0.1139393818387408,0.032438290245147494,0.00072092516,5.12991e-07,0.0009784418316666666
7.5e-07,1e-06,2,3,0.6,0.32244412452248267,0.08366081224491634,0.06179320360716887,0.000237880991,4.423180000000001e-07,0.0004301932799999999
7.5e-07,5e-07,4,3,0.4,0.32232209292801106,0.10672266343063841,0.04873477910482892,0.0006902233499999,5.798779999999995e-07,0.001053419016666333
5e-07,5e-07,4,3,0.6,0.32196770652050355,0.10082131141764841,0.05579328316906453,0.0005459464909999,5.902989999999999e-07,0.0009480119466663332
1.5e-06,1e-06,1,3,0.5,0.32174920014416936,0.08619307172128562,0.05765663343537389,0.000211624983,3.4993500000000057e-07,0.00036284537999999993
1e-06,5e-07,2,3,0.4,0.3213146658022762,0.10560616809250101,0.050480093739719845,0.00045104445,4.067739999999998e-07,0.0007005936833336666
2.5e-06,6e-07,1,3,0.6,0.32108517911624257,0.09765151947857606,0.056600191414957125,0.000587415191,6.160389999999997e-07,0.0010265456133333331
5e-07,9e-07,1,3,0.3,0.32102471306359814,0.0872462369666251,0.0466726415009726,5.724121e-05,1.0892800000000029e-07,8.332419333333331e-05
1.5e-06,6e-07,1,3,0.4,0.32073200760917814,0.09907619235772586,0.0514300622680971,0.00029406555,3.1428299999999985e-07,0.00046127368333366656
1e-06,5e-07,4,3,0.7,0.32021323946044117,0.10403836913299577,0.053025378898418386,0.001106813192,1.070436e-06,0.0019201435166666665
5e-07,5e-07,8,3,0.9,0.3201058259511974,0.09864239000178372,0.053642663558132006,0.0011277381199999,1.285329999999998e-06,0.0019733832999996666
5e-07,1e-06,4,3,0.7,0.31982245561564737,0.08337555938170771,0.062226072742111456,0.000311563592,5.140889999999998e-07,0.0005708421833336666
5e-07,6e-07,1,3,0.3,0.31962885735799634,0.09529683315657433,0.04642303840955527,8.430635e-05,1.172370000000003e-07,0.0001221577933333333
2e-06,1e-06,2,3,0.1,0.3192280425174764,0.08175537145474278,0.02456925375627098,0.000147695956,4.825400000000004e-08,0.00018596536333333327
1.5e-06,5e-07,4,3,0.8,0.3190019798022953,0.10428468727973494,0.051872205401856046,0.00169291435,1.5812300000000017e-06,0.002930051099999999
5e-07,3e-07,8,3,0.7,0.31867821057045637,0.11096110556481055,0.04918301890129405,0.001547585192,1.2541090000000009e-06,0.0025660541833333332
2e-06,9e-07,1,3,0.6,0.3185588280323409,0.08796440243401488,0.05826441112530717,0.000337157891,5.148099999999996e-07,0.0005998146133333333
1.5e-06,9e-07,1,3,0.5,0.318174254629234,0.08817101864690513,0.05733044440587975,0.000234387983,3.6373e-07,0.00040164837999999995
2.5e-06,5e-07,2,3,0.2,0.3181351729469647,0.10388884145654159,0.03133102048947245,0.00060638656,6.042139999999996e-07,0.0008160953316666667
1e-06,1e-06,2,3,0.5,0.31807822127277835,0.08741553796527063,0.056433763984233797,0.0002731997829999,4.271430000000008e-07,0.00046498071333299997
1e-06,5e-07,8,3,0.6,0.3180630917156338,0.10878569141114376,0.04988699198255196,0.001956148991,1.671274e-06,0.0032469599466666663
2e-06,1e-06,1,3,0.7,0.31771256357325867,0.08397479674605657,0.05988844923789233,0.000319421492,5.470760000000004e-07,0.0005824471833333333
5e-07,3e-07,8,3,0.5,0.31752325915408386,0.11482695808594899,0.0473328018594867,0.001368468683,1.034132e-06,0.0021276233800003328
2.5e-06,6e-07,1,3,0.7,0.3162017388132959,0.09603907720202425,0.05679217606818808,0.0006112470919999,6.73842000000001e-07,0.001083875516666333
5e-07,3e-07,4,3,0.3,0.31538189962554436,0.11372558133017727,0.04163327695433567,0.00053220355,3.9804600000000025e-07,0.0007585112166666666
7.5e-07,5e-07,8,3,0.3,0.31523806457387415,0.10994590920849916,0.038598921672869116,0.00102300975,8.63918e-07,0.0014385405499999996
1e-06,5e-07,8,3,0.8,0.31517988826112475,0.10496715761391828,0.05051772636202301,0.00211907835,1.9475000000000013e-06,0.0036400190999999987
5e-07,3e-07,8,3,0.6,0.3151557405269082,0.11247848283554485,0.04895321899094531,0.001480807991,1.1444949999999994e-06,0.0024129626133333327
7.5e-07,3e-07,1,3,0.2,0.315118669043522,0.10576091136630797,0.039352320819985194,0.0001532608599999,1.2915999999999929e-08,0.00021646741499983327
1.5e-06,1e-06,2,3,0.8,0.3149236620178982,0.08398884959091596,0.058657384323645485,0.00049213565,8.67590000000001e-07,0.000897261766667
5e-07,5e-07,4,3,0.5,0.31471199903837777,0.10292589653592552,0.053785080294937,0.000506832983,5.058670000000003e-07,0.0008448087133333333
1.5e-06,5e-07,4,3,0.7,0.3146335464008344,0.10540125916984402,0.052376868895634275,0.001652269192,1.4280910000000003e-06,0.002850344516666666
1e-06,5e-07,8,3,0.1,0.31348717746893284,0.09600918936969018,0.022024588271376655,0.000457867756,6.15812e-07,0.0005541972133333333
2e-06,1e-06,8,3,0.3,0.31222665538047045,0.09857772024398467,0.033630333797541094,0.0012600667499999,1.6154560000000003e-06,0.0017227372166665
1e-06,5e-07,8,3,0.7,0.3118230382009814,0.10638282905266834,0.05068056904916153,0.002060543192,1.7915140000000003e-06,0.003514301516666999
1e-06,9e-07,1,3,0.4,0.31181636038086546,0.08784472751148278,0.05316297901434022,0.00013691855,2.220409999999998e-07,0.00021713154999999996
2.5e-06,9e-07,1,3,0.7,0.31168564676216276,0.08674579567521301,0.05838827084527338,0.000432894192,6.474370000000003e-07,0.0007831101833333333
2.5e-06,5e-07,1,3,0.4,0.3105212944409961,0.10706201990994033,0.04959334072735763,0.0005483517499999,4.2413600000000003e-07,0.000841031016666333
2e-06,1e-06,1,3,0.6,0.3099580647682225,0.0854689047139451,0.05924233611125963,0.000306352991,4.773690000000001e-07,0.0005489109466666667
1.5e-06,3e-07,1,3,0.3,0.30981318475162073,0.11554643289735586,0.04549152689983884,0.00040046665,2.514850000000003e-07,0.0005789942333333332
7.5e-07,3e-07,1,3,0.3,0.30978128549494993,0.11176118557440173,0.04820336184839213,0.00021033835,1.5291900000000018e-07,0.0003066734333333333
2e-06,3e-07,2,3,0.2,0.3097744768120335,0.11276678436258944,0.03284366363632505,0.00074168396,5.04836e-07,0.0010094759983333332
2e-06,5e-07,1,3,0.4,0.30801534779029066,0.10481412935108843,0.05186617183995325,0.00044008165,3.674720000000001e-07,0.0006883316833333332
2.5e-06,1e-06,2,3,0.9,0.30699585506463684,0.08404398117465703,0.056353544265973256,0.00081251902,1.3559199999999995e-06,0.0014678059666666662
2.5e-06,1e-06,8,3,0.5,0.30689663976415493,0.10087298445262735,0.04272887751059668,0.0021807046829999,2.531427000000001e-06,0.0031353710466663328
7.5e-07,5e-07,1,3,0.3,0.3068966027150465,0.10092126559321718,0.047624057897968204,0.00014302415,1.42143e-07,0.00020810476666666662
2.5e-06,6e-07,1,3,0.5,0.3067390864544432,0.09938392059658346,0.054737577094897155,0.000544693283,5.179290000000007e-07,0.0009126227133333334
5e-07,3e-07,8,3,0.2,0.30654782971469485,0.1109886199181282,0.030300566636196544,0.00069316006,5.3681e-07,0.000925610665
2e-06,1e-06,2,3,0.9,0.3058086774238592,0.08297966663068738,0.05759889535498337,0.00066200052,1.137990000000001e-06,0.0012027916333333332
7.5e-07,5e-07,8,3,0.4,0.3055088805093441,0.1103110085072788,0.04514596054445001,0.00126866295,1.0167280000000005e-06,0.0018402066833333329
2e-06,6e-07,1,3,0.4,0.3052464567007759,0.09966681828462456,0.05085198418924488,0.00038650165,3.726409999999997e-07,0.0006033986833336666
2.5e-06,1e-06,1,3,0.7,0.30523675920816123,0.08474366961060542,0.05896666390884789,0.000397223192,6.131660000000007e-07,0.0007222645166669999
1e-06,1e-06,4,3,0.9,0.3050747289295382,0.08281692161269097,0.058187349535098215,0.00064493132,1.075869999999999e-06,0.001174697633333333
2e-06,9e-07,1,3,0.5,0.3036605862846867,0.08979663467728552,0.055613518767318064,0.0003110946829999,4.212830000000007e-07,0.0005276623799996665
5e-07,5e-07,8,3,0.8,0.3031886980864724,0.09987314382342072,0.05405695975863511,0.0011101653499999,1.1089100000000012e-06,0.0019445914333329993
7.5e-07,5e-07,2,3,0.3,0.3029589090584053,0.10447607130632501,0.044069026762716665,0.00028484155,2.556200000000003e-07,0.0004096745666666666
7.5e-07,5e-07,8,3,0.5,0.3026261129930561,0.10897420506321694,0.049501824771587224,0.001457312683,1.1464910000000003e-06,0.0023148813799999998
2.5e-06,9e-07,1,3,0.6,0.3021136618335322,0.08844171282115662,0.0576626060631153,0.000414572591,5.577019999999994e-07,0.0007357649466666666
2e-07,6e-08,8,0,0.8,0.3018884626237152,0.003283245579369709,0.3018599701742913,0.0010590033499999,1.4040000000001309e-08,0.0021408817666666658
1.5e-06,3e-07,4,3,0.1,0.3018640230288037,0.1030997097420951,0.023209165100349025,0.000545020356,5.025490000000001e-07,0.00067269988
2e-06,1e-06,8,3,0.2,0.3014545321576873,0.09399693248966352,0.025870633124763457,0.00087816706,1.340147e-06,0.001121932665
4e-07,3e-08,2,0,0.9,0.3006972040693807,0.07322869686612404,0.17466310401489046,0.00064921732,7.869999999999977e-08,
4e-07,4e-08,2,0,0.9,0.3006972040693807,0.07322869686612404,0.17466310401489046,0.00064921732,7.869999999999977e-08,
